index,date,latitude,longitude,humidity,vapor_pressure,temperature,precip,solar_radiation,pressure,wind_speed,wind_direction_degree,feels_like,wind_direction,wind_scale,code,text,power
1543,2,37.891586,115.144497,86.06048476034786,9.119551143751078,7.820335,0.0,0.0,1026.8440025,0.4394606615,30.163144046017777,7.026035425944458,北东北,1,0,晴,0
1547,3,37.891586,115.144497,88.16711062312926,9.101734743362352,7.437695000000019,0.0,0.0,1026.7986875,0.1827126325,25.35600731452496,6.757903997227025,北东北,0,0,晴,0
1551,4,37.891586,115.144497,80.42386447233241,8.478315399572283,7.744567500000016,0.0,0.0,1026.858655,0.205805065,258.75693005930043,7.149842716944422,西西南,0,0,晴,0
1555,5,37.891586,115.144497,62.6644068187582,6.444870250439522,7.383042499999988,0.0,0.0,1027.297885,0.54402578,11.871572823070238,6.671870759382291,北东北,1,0,晴,0
1559,6,37.891586,115.144497,57.62174662977856,6.113137181715651,7.837487500000009,0.0,0.0,1027.7313875,0.681340245,14.458047037834206,7.10586768360835,北东北,1,0,晴,0
1563,7,37.891586,115.144497,61.861492046326674,6.6908607534936735,8.120887500000038,0.0,29.6198505,1028.2428625,0.6275075649999999,359.6542333637859,7.401520453532182,北,1,0,晴,-18550
1567,8,37.891586,115.144497,51.443948349263614,6.3523358690214335,10.083650000000034,0.0,101.6870385,1028.92495,0.6138779999999999,38.457872975747904,8.958942901361052,东北,1,0,晴,-1676242
1571,9,37.891586,115.144497,34.9354138804567,5.180383710951117,12.84773750000005,0.0,344.083345,1029.431475,1.530004375,340.6163439776591,11.086729028793034,北西北,1,0,晴,-4745736
1575,10,37.891586,115.144497,23.340997307948108,3.878236698240256,14.597372500000064,0.0,573.86095,1029.4053625,2.230445075,1.6961550343990268,12.243475971286582,北,2,0,晴,-8507385
1579,11,37.891586,115.144497,16.67973926503947,3.0135655390175464,15.900972500000025,0.0,660.9931975,1028.6121625,1.6901241,25.00956486531507,13.816879050109073,北东北,2,0,晴,-11190484
1583,12,37.891586,115.144497,14.115404459923406,2.666722024228016,16.601477500000044,0.0,682.9477125,1027.795775,2.8751168,345.2745910560577,13.72692000064556,北西北,2,0,晴,-12449185
1587,13,37.891586,115.144497,13.916290771222997,2.724361062097345,17.162580000000048,0.0,631.521605,1026.71835,2.8701327,329.61242400284937,14.34201382727041,北西北,2,0,晴,-12606760
1591,14,37.891586,115.144497,13.357396474654417,2.742008627040492,17.91447000000005,0.0,571.8634099999999,1025.718655,3.16536135,320.62940099254763,14.958121909853071,西北,2,0,晴,-11806601
1595,15,37.891586,115.144497,11.580390042347252,2.475021154117848,18.55685000000005,0.0,512.8804524999999,1024.887485,3.3930777,326.28792535546825,15.444151514325808,北西北,2,0,晴,-9969613
1599,16,37.891586,115.144497,13.797160446471535,2.9524209525449474,18.576450000000023,0.0,340.7265275,1024.35215,2.0930154,350.89423536131926,16.40541500785615,北,2,0,晴,-7040726
1603,17,37.891586,115.144497,18.64892695080969,3.819511884824813,17.878135000000043,0.0,123.19589874999996,1024.0039,1.15839025,1.1773053022720887,16.438775669477558,北,1,0,晴,-3324248
1607,18,37.891586,115.144497,24.155098452290986,3.982729961805371,14.478250000000005,0.0,17.035051249999995,1023.8466,0.3516801475,5.751168779640238,13.358077416884631,北,1,0,晴,-347073
1611,19,37.891586,115.144497,35.95077295042173,4.889449062632387,11.5346725,0.0,0.0,1024.0418,0.2603842549999999,161.10861403850564,10.449050155077243,南东南,0,0,晴,0
1615,20,37.891586,115.144497,36.66816073948219,4.506946998428724,10.014697500000011,0.0,0.0,1024.345025,0.4971785325,166.4657614504521,8.59253060042468,南东南,1,0,晴,0
1619,21,37.891586,115.144497,32.32324161499894,3.925269108332417,9.834789999999998,0.0,0.0,1024.5249625,0.6518847999999999,184.18824281072168,9.122589463525964,南,1,0,晴,0
1623,22,37.891586,115.144497,34.92835584152859,4.118209285294614,9.395490000000052,0.0,0.0,1024.7907125000002,0.674719125,205.12492057709784,8.706849361092871,南西南,1,0,晴,0
1627,23,37.891586,115.144497,40.41567101126687,4.465591990667135,8.434925000000021,0.0,0.0,1024.75335,0.21656532875,227.27876583809868,8.110437932894492,西南,0,0,晴,0
1631,0,37.891586,115.144497,46.362224764034885,4.843174496922934,7.611077500000022,0.0,0.0,1024.598425,0.24936336625,261.0387154843629,7.249319583564494,西,0,0,晴,0
1635,1,37.891586,115.144497,50.8615462477236,5.175767061424625,7.228130000000021,0.0,0.0,1024.437325,0.4050484925,261.97157804177675,6.710697936758394,西,1,0,晴,0
1639,2,37.891586,115.144497,57.57251738026818,5.4840516590549,6.267742499999997,0.0,0.0,1024.325425,0.4951033125,276.34341242094155,5.605047395463516,西,1,0,晴,0
1643,3,37.891586,115.144497,62.83616444111952,5.829346366715049,5.885809999999992,0.0,0.0,1024.16595,0.2463021275,283.8450791591344,5.317922565029662,西西北,0,0,晴,0
1647,4,37.891586,115.144497,71.18056201179942,6.109391496217373,4.76872000000003,0.0,0.0,1023.808925,0.1860202775,279.31409893588085,4.044589359770625,西,0,0,晴,0
1651,5,37.891586,115.144497,75.05935086641962,6.241316245498658,4.316365000000019,0.0,0.0,1023.62415,0.17697939,282.26099807575025,3.48222831878854,西西北,0,0,晴,0
1655,6,37.891586,115.144497,77.62380722379983,6.321219293623527,4.019375000000025,0.0,0.0,1023.583655,0.0935320274999999,286.85721737218915,3.2021452623367272,西西北,0,0,晴,0
1659,7,37.891586,115.144497,80.6191020612186,6.514962881077293,3.910402500000032,0.0,31.679632500000004,1023.639035,0.1845070025,355.4624958095104,2.8991367344520285,北,0,0,晴,-35196
1663,8,37.891586,115.144497,67.48157454185679,6.781366980340151,7.045062500000029,0.0,196.1887925,1023.998075,0.2392569225,299.88081590747254,6.481063976335648,西西北,0,0,晴,-1937862
1667,9,37.891586,115.144497,50.19777495189525,6.674512702188732,11.19362000000001,0.0,407.7074925,1024.1801,0.1325923325,314.87641383964353,10.52363013222536,西北,0,0,晴,-5768886
1671,10,37.891586,115.144497,37.77978618088601,6.512124560923617,15.167245000000037,0.0,588.3170849999999,1023.91027,0.248720595,302.642692432906,14.667001468238563,西西北,0,0,晴,-9050785
1675,11,37.891586,115.144497,30.63817250439738,6.180175471896416,17.63630500000005,0.0,713.2479525,1023.14864,0.340046025,216.19032340789067,17.183002258038243,西南,1,0,晴,-10974610
1679,12,37.891586,115.144497,24.8294665350094,5.883502525152996,20.215820000000008,0.0,693.5380700000001,1022.3171375,0.628926325,195.62273607960933,19.69584627977401,南西南,1,0,晴,-11778823
1683,13,37.891586,115.144497,18.030695989455143,4.557322926557047,21.26442500000008,0.0,623.647965,1021.2279625,1.0178084,188.0899494870368,20.300434396412022,南,1,0,晴,-11798089
1687,14,37.891586,115.144497,14.820341891969832,3.859129049976997,21.75118500000008,0.0,568.17596,1020.098775,1.587731275,163.41856453280815,20.311513372300222,南东南,1,0,晴,-10994632
1691,15,37.891586,115.144497,14.713744756641608,4.001572355751064,22.46489250000002,0.0,472.1685525,1019.5530125,1.67419115,194.2461238749382,21.04734663799912,南西南,2,0,晴,-9098607
1695,16,37.891586,115.144497,14.050242645426197,3.905781711610308,22.82620750000001,0.0,296.267815,1019.1126375,1.3282528,176.00285394185312,21.63968430291021,南,1,0,晴,-6359613
1699,17,37.891586,115.144497,18.30291600414432,4.392181832482518,20.42059499999999,0.0,108.894418,1018.936725,1.30598735,165.2480260799821,19.17734149766433,南东南,1,0,晴,-2781075
1703,18,37.891586,115.144497,28.2138168298736,5.311300959255072,16.545515000000023,0.0,15.7218285,1018.933975,1.38058675,170.93948608459007,15.166236268328408,南,1,0,晴,-225871
1707,19,37.891586,115.144497,33.620831166467994,5.595985697976461,14.624230000000011,0.0,0.0,1019.222875,1.459424675,180.60966112752112,13.1162280437401,南,1,0,晴,0
1711,20,37.891586,115.144497,36.76694810712139,5.830769003813604,13.877605000000017,0.0,0.0,1019.436175,1.1372190999999998,157.24986237958026,12.573717208209302,南东南,1,0,晴,0
1715,21,37.891586,115.144497,41.41551142150263,6.108391211380988,12.765767500000038,0.0,0.0,1019.570675,1.0009119,161.43070153905435,11.528197837199802,南东南,1,0,晴,0
1719,22,37.891586,115.144497,44.82540788879162,6.325195322987138,12.092492499999992,0.0,0.0,1019.8203625,1.001750475,150.65214697789233,10.850612716379974,南东南,1,0,晴,0
1723,23,37.891586,115.144497,49.10770484912583,6.486414348269216,11.093737500000032,0.0,0.0,1020.0424875,1.09621215,156.81403876623688,9.752860008315764,南东南,1,0,晴,0
1727,0,37.891586,115.144497,53.49025013422217,6.712678154359623,10.325342500000032,0.0,0.0,1020.020975,1.04691885,152.76562134374623,9.007998762682966,南东南,1,0,晴,0
1731,1,37.891586,115.144497,55.93678215076846,6.793920911245221,9.837140000000034,0.0,0.0,1019.984945,0.67238095,139.34432205502395,9.157542962670249,东南,1,0,晴,0
1735,2,37.891586,115.144497,62.16700910566192,6.906906815584688,8.516190000000051,0.0,0.0,1020.06789,0.534015975,164.13413812568783,7.863789829382524,南东南,1,0,晴,0
1739,3,37.891586,115.144497,68.62639134166263,7.144023836727716,7.560060000000021,0.0,0.0,1019.8850625,0.3173506474999999,190.488449369316,6.955065617941641,南,1,0,晴,0
1743,4,37.891586,115.144497,69.01918391675231,7.24700972852678,7.686024999999972,0.0,0.0,1019.5514625,0.6925707025,160.93390232189896,6.862016667706948,南东南,1,0,晴,0
1747,5,37.891586,115.144497,71.80263323783635,7.29063708804828,7.195879999999988,0.0,0.0,1019.565305,0.48995654,149.80408195477284,6.420464066713494,南东南,1,0,晴,0
1751,6,37.891586,115.144497,77.16083742551014,7.389608118882093,6.3457050000000095,0.0,0.0,1019.680335,0.3348748875,159.20352954660984,5.531638128108666,南东南,1,0,晴,0
1755,7,37.891586,115.144497,77.34110038806769,7.466992785105597,6.462865000000022,0.0,25.21410975,1020.019775,0.6741145875,155.10442723250526,5.453974739167143,南东南,1,0,晴,-18439
1759,8,37.891586,115.144497,67.9065670232596,7.674224445940087,8.76765499999999,0.0,148.30157325,1020.76935,0.682842475,155.15648222614485,8.031437392777136,南东南,1,0,晴,-1525942
1763,9,37.891586,115.144497,56.64078039641408,7.970790936158222,12.051350000000014,0.0,367.029755,1021.1958125,0.695995775,156.36202276110083,11.333869585810556,南东南,1,0,晴,-4829489
1767,10,37.891586,115.144497,46.831239056981126,8.28979844714884,15.58139250000005,0.0,564.25828,1021.1916625,1.6613966,147.3226136300521,14.546631553948496,南东南,2,0,晴,-7914983
1771,11,37.891586,115.144497,42.07054939435878,8.439007429927509,17.54779000000002,0.0,624.5347025000001,1020.585955,1.87245705,174.11768455042218,16.542962473319403,南,2,0,晴,-9859060
1775,12,37.891586,115.144497,35.96882295077528,8.373912433463575,19.930487500000027,0.0,637.5955174999999,1019.883435,1.856105,178.93245920987664,19.089736396078337,南,2,0,晴,-10866913
1779,13,37.891586,115.144497,32.11798799314251,8.155489494390313,21.339740000000063,0.0,589.9935224999999,1018.9191,1.9236617,185.95920758051048,20.5099531514026,南,2,0,晴,-10740015
1783,14,37.891586,115.144497,29.08638126102933,7.974842059270036,22.59860500000002,0.0,525.0125674999999,1017.959175,2.70668965,176.1500011810217,21.31176811135268,南,2,0,晴,-9801432
1787,15,37.891586,115.144497,26.100667231264207,7.414879029423049,23.18516,0.0,441.438995,1017.37905,3.244332875,171.59330802411998,21.478155736562183,南,2,0,晴,-8051603
1791,16,37.891586,115.144497,25.671657453616803,7.109235475457444,22.763295000000028,0.0,256.35947,1017.043105,3.451252675,170.2580415427826,20.83135295637933,南,3,0,晴,-5284672
1795,17,37.891586,115.144497,27.665497020810022,6.958466835158724,21.18473000000006,0.0,84.71656474999999,1016.80133,3.315324025,166.65704969088924,19.20075480197532,南东南,2,0,晴,-2157262
1799,18,37.891586,115.144497,32.29049097389499,6.8016530360880605,18.324752500000045,0.0,11.391608250000004,1016.896795,2.252584925,165.40295346344035,16.800416095915757,南东南,2,0,晴,-131374
1803,19,37.891586,115.144497,36.55468892587668,6.833650846902283,16.43588249999999,0.0,0.0,1017.4058975,2.027544025,160.7492134011887,14.932219241243388,南东南,2,0,晴,0
1807,20,37.891586,115.144497,38.33856501865616,6.762812224981659,15.526902500000006,0.0,0.0,1017.8074125,2.65938175,153.3317879497913,13.534893125031637,南东南,2,0,晴,0
1811,21,37.891586,115.144497,39.65440984670873,6.763228091443093,15.002587500000004,0.0,0.0,1018.2116,2.214642525,157.15521211018375,13.263105900553466,南东南,2,0,晴,0
1815,22,37.891586,115.144497,40.75515876443027,6.777499173741895,14.61063500000006,0.0,0.0,1018.391525,1.7999903,159.79651960517396,13.11613907450969,南东南,2,0,晴,0
1819,23,37.891586,115.144497,43.09516137596572,6.858412259122295,13.931740000000048,0.0,0.0,1018.736425,1.8815057,162.2746835087022,12.352974805990328,南东南,2,0,晴,0
1823,0,37.891586,115.144497,45.8783309427418,7.019195411190959,13.32623000000001,0.0,0.0,1018.709125,1.800999875,157.01023949129865,11.789583163718271,南东南,2,0,晴,0
1827,1,37.891586,115.144497,48.623296611393386,7.179098322564705,12.781990000000008,0.0,0.0,1018.49295,1.2065606249999998,156.09195213129246,11.625627441809645,南东南,1,0,晴,0
1831,2,37.891586,115.144497,49.65123405874717,7.173442286852952,12.451132500000028,0.0,0.0,1018.1861249999998,1.479787875,168.0289643923109,11.092929510076928,南东南,1,0,晴,0
1835,3,37.891586,115.144497,49.0188329030324,7.181005911613141,12.66246000000001,0.0,0.0,1017.913675,1.25605815,172.94523373049716,11.465954520238036,南,1,0,晴,0
1839,4,37.891586,115.144497,49.34373961815472,7.121135222231152,12.434297500000014,0.0,0.0,1017.74185,1.2833175,166.76495610465008,11.192181763850709,南东南,1,0,晴,0
1843,5,37.891586,115.144497,51.80021121993338,7.1171590545614345,11.688660000000027,0.0,0.0,1017.7749,1.292261025,158.3021889145667,10.387847328622286,南东南,1,0,晴,0
1847,6,37.891586,115.144497,52.77573506059969,7.227153337050344,11.638435000000015,0.0,0.0,1017.960675,1.5975047249999998,154.18327023940878,10.157665900985318,南东南,1,0,晴,0
1851,7,37.891586,115.144497,52.80844459966685,7.363828591800272,11.912670000000048,0.0,4.2309427500000005,1018.093425,1.8207949,162.89271029180645,10.333206219012972,南东南,2,0,晴,0
1855,8,37.891586,115.144497,51.45467786522923,7.594516054408548,12.77670999999998,0.0,77.72837175,1018.65255,1.965478525,169.71065907658485,11.209611781547537,南,2,0,晴,-315608
1859,9,37.891586,115.144497,48.65091739655275,7.736973785337563,13.920569999999998,0.0,300.4173725,1019.2874,2.041000375,177.8204706573257,12.412720642387312,南,2,0,晴,-1945772
1863,10,37.891586,115.144497,42.50111108287983,7.867564563170839,16.281524999999988,0.0,482.94604,1019.55575,1.8446857,209.70804190463903,15.092265541594683,南西南,2,0,晴,-6683514
1867,11,37.891586,115.144497,36.7108641294208,7.949586328140519,18.76646249999999,0.0,538.6027125,1019.131575,1.7641900499999998,180.5071000034832,17.819483592289743,南,2,0,晴,-9152665
1871,12,37.891586,115.144497,33.75387565796502,8.008217096607675,20.23607750000002,0.0,559.3425325000001,1018.4922375,2.494805925,190.784943783713,18.928564191746748,南,2,0,晴,-8985909
1875,13,37.891586,115.144497,32.60761174789294,8.161154790251413,21.104325000000017,0.0,504.832865,1017.4302875,3.077804575,189.2008693629124,19.50902884414752,南,2,0,晴,-9153882
1879,14,37.891586,115.144497,31.04086055748825,8.182017680483783,21.951012500000047,0.0,476.934175,1016.453025,3.49793595,175.46564436298274,20.14594407046993,南,3,0,晴,-8404445
1883,15,37.891586,115.144497,31.39856179455113,8.106234334814319,21.610932500000047,0.0,354.1918,1016.0878,3.4729484,167.4234774341619,19.783230562657504,南东南,3,0,晴,-4651723
1887,16,37.891586,115.144497,32.81529584271875,8.049000927337866,20.775827500000048,0.0,189.6389275,1016.076025,2.5151529000000004,171.39679099393155,19.50093281445968,南,2,0,晴,-2254051
1891,17,37.891586,115.144497,35.50901515842813,8.000199591701854,19.40216750000002,0.0,63.24946025,1016.266325,1.634527,167.3021437183124,18.59397798765735,南东南,2,0,晴,-1197580
1895,18,37.891586,115.144497,40.15691177029494,8.300467920223502,18.02413500000005,0.0,8.739164250000002,1016.43222,1.0905226,160.84658038107116,17.53319386577994,南东南,1,0,晴,-30209
1899,19,37.891586,115.144497,46.66254698454046,8.703261777327969,16.399855000000002,0.0,0.0,1016.911615,0.436015905,144.8539713450372,16.30126983237545,东南,1,0,晴,0
1903,20,37.891586,115.144497,50.3859813681786,8.905233287154767,15.557222500000025,0.0,0.0,1017.425525,0.61204641,147.99774371357415,15.32567764482654,南东南,1,0,晴,0
1907,21,37.891586,115.144497,51.918105670323065,9.144806635311294,15.504070000000011,0.0,0.0,1017.58005,0.63629625,119.64564823977614,15.300864455466286,东东南,1,0,晴,0
1911,22,37.891586,115.144497,54.76345083939479,9.499693369313972,15.265970000000038,0.0,0.0,1017.581,1.061049625,123.7889249779932,14.840877566948429,东南,1,0,晴,0
1915,23,37.891586,115.144497,57.99228320934172,9.749410782329814,14.779087500000005,0.0,0.0,1017.713075,0.7190561,148.1675342951499,14.592137446947348,南东南,1,0,晴,0
1919,0,37.891586,115.144497,61.70074420379209,10.125870151818845,14.405962499999989,0.0,0.0,1017.7262125,0.41471615,168.2440302956749,14.465924261332392,南东南,1,0,晴,0
1923,1,37.891586,115.144497,65.5608101375811,10.478450590502437,13.997637499999996,0.0,0.0,1017.6657875,0.32014951,144.98286502122411,14.160940879925874,东南,1,0,晴,0
1927,2,37.891586,115.144497,68.03343964301799,10.64943383111542,13.676980000000016,0.0,0.0,1017.50775,0.41253093,162.74967649238584,13.79198421166695,南东南,1,0,晴,0
1931,3,37.891586,115.144497,71.99023491533171,10.857987678233057,13.10746499999999,0.0,0.0,1017.045325,0.6036394199999999,206.33393407430736,13.100131983712156,南西南,1,0,晴,0
1935,4,37.891586,115.144497,75.08711175139175,10.773014059339054,12.345135000000028,0.0,0.0,1016.70233,0.5205092725,251.8798436783568,12.321671072659656,西西南,1,0,晴,0
1939,5,37.891586,115.144497,80.75599837417128,10.80069205513243,11.281835,0.0,0.0,1016.53796,0.278732295,281.3504131844702,11.346848383233826,西西北,0,0,晴,0
1943,6,37.891586,115.144497,85.65949016224577,10.86546279875372,10.485705000000053,0.0,0.0,1016.476455,0.0853156075,283.78350961851936,10.633816437173074,西西北,0,0,晴,0
1947,7,37.891586,115.144497,86.68031295697715,10.910861079228813,10.370737500000018,0.0,19.02969525,1016.7818725,0.0841854375,288.4382835731417,10.52062620714553,西西北,0,0,晴,-4264
1951,8,37.891586,115.144497,80.4073000443765,11.304049455517124,12.03620250000006,0.0,119.54289175,1017.2066375,0.2883435825,194.2829824981361,12.248104864686358,南西南,0,0,晴,-916246
1955,9,37.891586,115.144497,68.5367465912291,11.622776251804378,14.91405500000002,0.0,283.5037425,1017.9126,0.5330392749999999,240.1104987403623,15.231342028821608,西西南,1,0,晴,-3430211
1959,10,37.891586,115.144497,53.74607091148367,11.395863249998673,18.42982500000005,0.0,407.9558575,1018.24437,0.33859036,196.4073665983068,19.073586304281385,南西南,1,0,晴,-6190771
1963,11,37.891586,115.144497,44.47990232731362,10.774532158000609,20.572745,0.0,523.2800525,1017.902665,0.600980195,90.89692029487074,21.071584014928824,东,1,0,晴,-8177586
1967,12,37.891586,115.144497,38.62100483462553,10.397983841983717,22.298865000000035,0.0,563.9277625,1017.298,0.65084593,118.26262505650936,22.810700200433008,东东南,1,0,晴,-9162557
1971,13,37.891586,115.144497,33.93430411235682,10.230535684403044,24.17276250000004,0.0,525.57319,1016.579125,0.478632575,77.23445430605769,24.893996363247645,东东北,1,0,晴,-9330221
1975,14,37.891586,115.144497,32.87873618940857,10.395780527089812,24.96968250000004,0.0,471.404125,1015.703075,0.410860115,132.61544198568458,25.823574576677224,东南,1,0,晴,-7659687
1979,15,37.891586,115.144497,31.95960937647405,10.03627817664798,24.8549175,0.0,365.432175,1015.08255,0.358269475,162.11743562003528,25.66328816465406,南东南,1,0,晴,-6724525
1983,16,37.891586,115.144497,33.11744628050073,10.11519860870925,24.39029500000004,0.0,212.86612,1014.967225,0.740293465,173.21102219231997,24.933639749972965,南,1,0,晴,-4272873
1987,17,37.891586,115.144497,41.04173567422602,10.699422385880656,21.7701725,0.0,67.72850249999999,1015.0314875,0.6690713100000001,170.86868634945972,22.293371647601976,南,1,0,晴,-1399053
1991,18,37.891586,115.144497,51.43670487569318,11.176462158923476,18.82104750000002,0.0,8.217962499999999,1015.179275,0.8491379475,175.9421363637487,19.116485177869745,南,1,0,晴,-52795
1995,19,37.891586,115.144497,57.26474947461795,11.180140125585485,17.119610000000023,0.0,0.0,1015.6260125,0.7821265075,175.13273545876842,17.340578367200226,南,1,0,晴,0
1999,20,37.891586,115.144497,59.437628819732126,11.22305121067586,16.592967499999986,0.0,0.0,1015.8726,0.65474248,160.02950607610842,16.868540991518945,南东南,1,0,晴,0
2003,21,37.891586,115.144497,60.605128221337054,11.177812390630466,16.223997499999996,0.0,0.0,1016.087725,0.74414036,157.0934384033961,16.406682386855184,南东南,1,0,晴,0
2007,22,37.891586,115.144497,62.55415466836132,11.073848448619184,15.582617500000026,0.0,0.0,1016.357255,0.78762942,158.64249702188175,15.671521811077229,南东南,1,0,晴,0
2011,23,37.891586,115.144497,64.31795273573898,11.023432212644003,15.078509999999994,0.0,0.0,1016.33401,0.46252071,171.48548702461537,15.33348938304687,南,1,0,晴,0
2015,0,37.891586,115.144497,70.4132013029611,11.37201832798468,14.158500000000004,0.0,0.0,1016.310745,0.2645983899999999,227.4753674890078,14.547498925364142,西南,0,0,晴,0
2019,1,37.891586,115.144497,76.48064205254337,11.405027990200896,12.933862500000032,0.0,0.0,1016.40819,0.5661632,280.90464658639286,13.04797744267236,西,1,0,晴,0
2023,2,37.891586,115.144497,78.39059395909112,11.40433404885417,12.556612500000028,0.0,0.0,1016.67608,0.4318934125,275.64192551134886,12.73154073833949,西,1,0,晴,0
2027,3,37.891586,115.144497,79.0960431643262,11.321244121768585,12.308987500000056,0.0,0.0,1016.94021,0.6341978375,311.15099033724374,12.318551514340664,西北,1,0,晴,0
2031,4,37.891586,115.144497,76.43575250765777,11.20895862286708,12.678132500000004,0.0,0.0,1017.284675,0.979192075,330.2099008524699,12.46679273384747,北西北,1,0,晴,0
2035,5,37.891586,115.144497,80.61962812097357,11.595388084767992,12.38270250000005,0.0,0.0,1017.76815,1.667554025,322.8746856933917,11.780458114458746,西北,2,0,晴,0
2039,6,37.891586,115.144497,82.17316447987301,11.713680995838764,12.246830000000044,0.0,0.0,1018.665075,1.7346805,332.1514125274672,11.615089342133778,北西北,2,0,晴,0
2043,7,37.891586,115.144497,84.79851810051963,11.60836825277942,11.63321000000002,0.0,14.7721875,1019.45165,1.431637475,321.08669585794473,11.134610150490897,西北,1,0,晴,-8074
2047,8,37.891586,115.144497,80.51447550276289,11.889618220407275,12.784395000000018,0.0,122.6962175,1020.48477,0.812637475,331.1420161432062,12.824610811054022,北西北,1,0,晴,-1097262
2051,9,37.891586,115.144497,65.43334325395776,12.05451726269786,16.20605999999998,0.0,317.66571,1021.47399,0.60977355,337.8101532525819,16.649790976126194,北西北,1,0,晴,-4602309
2055,10,37.891586,115.144497,38.00337061148756,9.320561478677591,20.77411749999999,0.0,533.2529499999999,1021.7941,1.92082605,83.22263407425716,20.13907180387028,东,2,0,晴,-7721680
2059,11,37.891586,115.144497,26.30268226256197,7.309765610127723,22.8216175,0.0,668.57035,1021.6582,2.2009168,81.1144590304902,21.746465181136006,东,2,0,晴,-9651158
2063,12,37.891586,115.144497,23.003558422850965,7.007294435190098,24.345582499999978,0.0,671.78265,1021.47833,0.94615412,96.2515375448814,24.13220184564217,东,1,0,晴,-10642159
2067,13,37.891586,115.144497,19.8377192521318,6.348086049541907,25.171160000000043,0.0,584.2510375,1020.89391,0.8503571925,93.77647195060474,24.946291559522304,东,1,0,晴,-10174739
2071,14,37.891586,115.144497,19.33661739111836,6.366928577101418,25.651955000000044,0.0,498.4114075,1020.081395,1.3250715925,70.536411922326,25.1558869242382,东东北,1,0,晴,-8664403
2075,15,37.891586,115.144497,17.929378415309515,5.980512098239359,25.870615000000043,0.0,452.21093,1019.4862525,1.201400725,69.92670654994383,25.393165628011204,东东北,1,0,晴,-7325348
2079,16,37.891586,115.144497,17.682568347801126,5.472812683153509,24.611640000000023,0.0,262.9889375,1019.1421625,1.0429128250000002,90.01478399327057,24.04795304125319,东,1,0,晴,-3836904
2083,17,37.891586,115.144497,22.197683764399454,6.050541427375705,22.502020000000016,0.0,82.467818,1019.093375,0.730666805,106.81418158566645,22.109038464719507,东东南,1,0,晴,-1812822
2087,18,37.891586,115.144497,32.94038177778576,7.005925674125871,18.478940000000023,0.0,10.5849885,1019.5273625,0.6980686325000001,108.79614867295042,18.016570977103665,东东南,1,0,晴,-120361
2091,19,37.891586,115.144497,38.59867089103536,7.120580349583165,16.227450000000033,0.0,0.0,1020.4191125,0.6949098549999999,88.30301399501188,15.63269581692694,东,1,0,晴,0
2095,20,37.891586,115.144497,35.955204291763884,6.21804143168041,15.218420000000036,0.0,0.0,1021.16487,0.7657826575,91.2883505408835,14.32696804791573,东,1,0,晴,0
2099,21,37.891586,115.144497,35.037930282174834,5.913688271979641,14.840219999999988,0.0,0.0,1021.52939,0.870107,91.71813847190778,13.793781412277244,东,1,0,晴,0
2103,22,37.891586,115.144497,37.24405998803174,5.830680479953547,13.67903750000005,0.0,0.0,1021.7725,0.684763795,96.49605443365908,12.655350466627985,东,1,0,晴,0
2107,23,37.891586,115.144497,42.77531863620084,6.207017816579036,12.517465000000016,0.0,0.0,1021.993625,0.78316854,83.9937951980501,11.42376632583466,东,1,0,晴,0
2111,0,37.891586,115.144497,45.647544031343024,6.673112603616152,12.630472500000051,0.0,0.0,1022.0723375,1.06922575,86.49254073858529,11.451781261797564,东,1,0,晴,0
2115,1,37.891586,115.144497,51.487400571631525,7.299822465493268,12.164560000000051,0.0,0.0,1021.8400625,0.46435715,90.66767085643342,11.471598112510584,东,1,0,晴,0
2119,2,37.891586,115.144497,61.556748394967386,7.932654016801652,10.722932500000011,0.0,0.0,1021.642525,0.32789457,269.3896849980293,10.14432525917282,西,1,0,晴,0
2123,3,37.891586,115.144497,63.44994596282262,7.89112424641686,10.190582500000003,0.0,0.0,1021.583075,0.43691007,300.99282609101425,9.495643619179482,西西北,1,0,晴,0
2127,4,37.891586,115.144497,64.70572525757775,7.8263219038624285,9.77511000000004,0.0,0.0,1021.4314,0.431396035,319.2663142308496,9.239394905781785,西北,1,0,晴,0
2131,5,37.891586,115.144497,68.77323297900577,7.932710012959972,9.070110000000057,0.0,0.0,1021.474525,0.2102354575,330.947511031924,8.649744129421633,北西北,0,0,晴,0
2135,6,37.891586,115.144497,72.42286660593263,8.127199293803304,8.66368,0.0,0.0,1021.73975,0.35643015,312.04049345943866,8.090594027889344,西北,1,0,晴,0
2139,7,37.891586,115.144497,73.10291497892695,8.205917141488923,8.668004999999994,0.0,21.931041,1021.9671,0.6655177074999999,292.9493028098859,7.917301683047038,西西北,1,0,晴,-7090
2143,8,37.891586,115.144497,63.63526056792841,8.148570433588011,10.62760000000003,0.0,162.331537,1022.31545,0.9038862125,292.58696358313955,9.711052808694596,西西北,1,0,晴,-1133760
2147,9,37.891586,115.144497,49.33543650060342,7.974372311511837,14.171080000000018,0.0,361.91324,1022.7764625,1.2597661625,295.1842651946533,13.23591705731238,西西北,1,0,晴,-4497933
2151,10,37.891586,115.144497,35.93263484525045,7.471546010518201,18.118640000000028,0.0,538.669295,1022.7040875,1.180172875,315.0547626193825,17.410632475485748,西北,1,0,晴,-8046302
2155,11,37.891586,115.144497,26.81553550128875,6.609325129536044,20.854625,0.0,567.37655,1022.1965125,1.564278375,294.0056167265103,19.91611343857943,西西北,1,0,晴,-10378648
