data_date,power,solar,wea_code,temperature,highest_temperature,lowest_temperature,humidity,pressure,wind_speed,wind_meter,visibility,air_pm_25,air,day_weather_code,night_weather_code
9,-33904,311,100,-14,-3,-12,0.54,1025,1,4,26,14,31,200,200
10,-39264,360,100,-14,-3,-12,0.54,1025,1,4,26,14,31,200,200
10,-34907,323,200,-11,-3,-12,0.4,1025,1,2,25,13,30,200,200
10,-25449,257,200,-11,-3,-12,0.4,1025,1,2,25,13,30,200,200
10,-38890,372,200,-11,-3,-12,0.4,1025,1,2,25,13,30,200,200
10,-39023,377,200,-11,-3,-12,0.4,1025,1,2,25,13,30,200,200
10,-44142,431,200,-11,-3,-12,0.4,1025,1,2,25,13,30,200,200
10,-43056,422,200,-11,-3,-12,0.4,1025,1,2,25,13,30,200,200
10,-42322,431,200,-11,-3,-12,0.4,1025,1,2,25,13,30,200,200
10,-46789,470,200,-11,-3,-12,0.4,1025,1,2,25,13,30,200,200
10,-52225,537,200,-11,-3,-12,0.4,1025,1,2,25,13,30,200,200
11,-52564,541,200,-11,-3,-12,0.4,1025,1,2,25,13,30,200,200
11,-17269,217,200,-11,-3,-12,0.4,1025,1,2,25,13,30,200,200
11,-11637,148,200,-9,-3,-12,0.31,1024,1,5,24,13,30,200,200
11,-53812,584,200,-9,-3,-12,0.31,1024,1,5,24,14,31,200,200
11,-45980,513,200,-9,-3,-12,0.31,1024,1,5,24,14,31,200,200
11,-17756,237,200,-9,-3,-12,0.31,1024,1,5,24,14,31,200,200
11,-51370,468,200,-9,-3,-12,0.31,1024,1,5,24,14,31,200,200
11,-50546,568,200,-9,-3,-12,0.31,1024,1,5,24,14,31,200,200
11,-48436,484,200,-9,-3,-12,0.31,1024,1,5,24,14,31,200,200
11,-43010,460,200,-9,-3,-12,0.31,1024,1,5,24,14,31,200,200
12,-46489,456,200,-9,-3,-12,0.31,1024,1,5,24,14,31,200,200
12,-38259,455,200,-9,-3,-12,0.31,1024,1,5,24,14,31,200,200
12,-52343,576,200,-8,-3,-12,0.24,1021,1,4,20,14,31,200,200
12,-23749,312,200,-8,-3,-12,0.24,1021,1,4,20,14,31,200,200
12,-32730,335,200,-8,-3,-12,0.24,1021,1,4,20,14,31,200,200
12,-23363,313,200,-8,-3,-12,0.24,1021,1,4,20,24,61,200,200
12,-21114,281,200,-8,-3,-12,0.24,1021,1,4,20,24,61,200,200
12,-18739,255,200,-8,-3,-12,0.24,1021,1,4,20,24,61,200,200
12,-14635,206,200,-8,-3,-12,0.24,1021,1,4,20,24,61,200,200
12,-16225,216,200,-8,-3,-12,0.24,1021,1,4,20,24,61,200,200
13,-15396,211,200,-8,-3,-12,0.24,1021,1,4,20,24,61,200,200
13,-17633,314,200,-8,-3,-12,0.24,1021,1,4,20,24,61,200,200
13,-14492,188,200,-8,-3,-12,0.24,1021,1,4,20,24,61,200,200
13,-42763,611,200,-8,-3,-12,0.23,1020,1,3,21,24,61,200,200
13,-57154,608,200,-8,-3,-12,0.23,1020,1,3,21,24,61,200,200
13,-54631,590,200,-8,-3,-12,0.23,1020,1,3,21,24,61,200,200
13,-53637,585,200,-8,-3,-12,0.23,1020,1,3,21,24,61,200,200
13,-52572,581,200,-8,-3,-12,0.23,1020,1,3,21,30,55,200,200
13,-50376,534,200,-8,-3,-12,0.23,1020,1,3,21,30,55,200,200
13,-49857,473,200,-8,-3,-12,0.23,1020,1,3,21,30,55,200,200
14,-48829,364,200,-8,-3,-12,0.23,1020,1,3,21,30,55,200,200
14,-47591,249,200,-8,-3,-12,0.23,1020,1,3,21,30,55,200,200
14,-46675,470,200,-8,-3,-12,0.23,1020,1,3,21,30,55,200,200
14,-45065,499,200,-6,-3,-12,0.21,1018,1,4,19,30,55,200,200
14,-44488,492,200,-6,-3,-12,0.21,1018,1,4,19,30,55,200,200
14,-43294,480,200,-6,-3,-12,0.21,1018,1,4,19,30,55,200,200
14,-41807,461,200,-6,-3,-12,0.21,1018,1,4,19,30,55,200,200
14,-40277,434,200,-6,-3,-12,0.21,1018,1,4,19,30,55,200,200
14,-38443,413,200,-6,-3,-12,0.21,1018,1,4,19,30,55,200,200
14,-36860,397,200,-6,-3,-12,0.21,1018,1,4,19,29,50,200,200
15,-35849,375,200,-6,-3,-12,0.21,1018,1,4,19,29,50,200,200
15,-34506,335,200,-6,-3,-12,0.21,1018,1,4,19,29,50,200,200
15,-32875,312,200,-6,-3,-12,0.21,1018,1,4,19,29,50,200,200
15,-29296,264,200,-6,-3,-12,0.21,1018,1,4,19,29,50,200,200
15,-27297,279,100,-5,-3,-12,0.18,1018,2,7,23,29,50,200,200
15,-25455,255,100,-5,-3,-12,0.18,1018,2,7,23,29,50,200,200
15,-23777,238,100,-5,-3,-12,0.18,1018,2,7,23,29,50,200,200
15,-22124,230,100,-5,-3,-12,0.18,1018,2,7,23,29,50,200,200
15,-18707,172,100,-5,-3,-12,0.18,1018,2,7,23,29,50,200,200
15,-17056,166,100,-5,-3,-12,0.18,1018,2,7,23,29,50,200,200
16,-15250,127,100,-5,-3,-12,0.18,1018,2,7,23,29,50,200,200
16,-13773,121,100,-5,-3,-12,0.18,1018,2,7,23,28,45,200,200
16,-12076,112,100,-5,-3,-12,0.18,1018,2,7,23,28,45,200,200
16,-8965,65,100,-5,-3,-12,0.18,1018,2,7,23,28,45,200,200
16,-7700,59,100,-5,-3,-12,0.18,1018,2,7,23,28,45,200,200
16,-6408,,200,-5,-3,-12,0.2,1018,1,5,19,28,45,200,200
16,-5137,53,200,-5,-3,-12,0.2,1018,1,5,19,28,45,200,200
16,-4051,47,200,-5,-3,-12,0.2,1018,1,5,19,28,45,200,200
16,-2368,35,200,-5,-3,-12,0.2,1018,1,5,19,28,45,200,200
16,-1737,29,200,-5,-3,-12,0.2,1018,1,5,19,28,45,200,200
17,-1197,23,200,-5,-3,-12,0.2,1018,1,5,19,28,45,200,200
17,-739,18,200,-5,-3,-12,0.2,1018,1,5,19,28,45,200,200
17,-375,13,200,-5,-3,-12,0.2,1018,1,5,19,28,45,200,200
17,43,6,200,-5,-3,-12,0.2,1018,1,5,19,31,48,200,200
17,156,3,200,-5,-3,-12,0.2,1018,1,5,19,31,48,200,200
17,223,2,200,-6,-3,-12,0.22,1018,1,3,19,31,48,200,200
17,131,1,200,-6,-3,-12,0.22,1018,1,3,19,31,48,200,200
17,133,0,200,-6,-3,-12,0.22,1018,1,3,19,31,48,200,200
17,0,0,200,-6,-3,-12,0.22,1018,1,3,19,31,48,200,200
17,0,0,200,-6,-3,-12,0.22,1018,1,3,19,31,48,200,200
18,0,0,200,-6,-3,-12,0.22,1018,1,3,19,31,48,200,200
18,0,0,200,-6,-3,-12,0.22,1018,1,3,19,31,48,200,200
18,0,0,200,-6,-4,-12,0.22,1018,1,3,19,31,48,200,100
18,0,0,200,-6,-4,-12,0.22,1018,1,3,19,31,48,200,100
18,0,0,200,-6,-4,-12,0.22,1018,1,3,19,31,48,200,100
18,0,0,200,-7,-4,-12,0.28,1018,1,4,18,32,50,200,100
18,0,0,200,-7,-4,-12,0.28,1018,1,4,18,32,50,200,100
18,0,0,200,-7,-4,-12,0.28,1018,1,4,18,32,50,200,100
18,0,0,200,-7,-4,-12,0.28,1018,1,4,18,32,50,200,100
18,0,0,200,-7,-4,-12,0.28,1018,1,4,18,32,50,200,100
19,0,0,200,-7,-4,-12,0.28,1018,1,4,18,32,50,200,100
19,0,0,200,-7,-4,-12,0.28,1018,1,4,18,32,50,200,100
19,0,0,200,-7,-4,-12,0.28,1018,1,4,18,32,50,200,100
19,0,0,200,-7,-4,-12,0.28,1018,1,4,18,32,50,200,100
19,0,0,200,-7,-4,-12,0.28,1018,1,4,18,32,50,200,100
19,0,0,200,-7,-4,-12,0.28,1018,1,4,18,32,50,200,100
19,0,0,100,-8,-4,-12,0.33,1019,1,3,17,32,50,200,100
19,0,0,100,-8,-4,-12,0.33,1019,1,3,17,32,50,200,100
19,0,0,100,-8,-4,-12,0.33,1019,1,3,17,32,50,200,100
19,0,0,100,-8,-4,-12,0.33,1019,1,3,17,32,50,200,100
20,0,0,100,-8,-4,-12,0.33,1019,1,3,17,32,50,200,100
20,0,0,100,-8,-4,-12,0.33,1019,1,3,17,32,50,200,100
20,0,0,100,-8,-4,-12,0.33,1019,1,3,17,32,50,200,100
20,0,0,100,-8,-4,-12,0.33,1019,1,3,17,32,50,200,100
20,0,0,100,-8,-4,-12,0.33,1019,1,3,17,32,50,200,100
20,0,0,100,-8,-4,-12,0.33,1019,1,3,17,32,50,200,100
20,0,0,100,-9,-4,-12,0.38,1019,1,4,16,32,50,200,100
20,0,0,100,-9,-4,-12,0.38,1019,1,4,16,32,50,200,100
20,0,0,100,-9,-4,-12,0.38,1019,1,4,16,39,62,200,100
20,0,0,100,-9,-4,-12,0.38,1019,1,4,16,39,62,200,100
21,0,0,100,-9,-4,-12,0.38,1019,1,4,16,39,62,200,100
21,0,0,100,-9,-4,-12,0.38,1019,1,4,16,39,62,200,100
21,0,0,100,-9,-4,-12,0.38,1019,1,4,16,39,62,200,100
21,0,0,100,-9,-4,-12,0.38,1019,1,4,16,39,62,200,100
21,0,0,100,-9,-4,-12,0.38,1019,1,4,16,39,62,200,100
21,0,0,100,-9,-4,-12,0.38,1019,1,4,16,39,62,200,100
21,0,0,100,-9,-4,-12,0.38,1019,1,4,16,39,62,200,100
21,0,0,100,-10,-4,-12,0.35,1020,1,5,15,39,62,200,100
21,0,0,100,-10,-4,-12,0.35,1020,1,5,15,39,62,200,100
21,0,0,100,-10,-4,-12,0.35,1020,1,5,15,39,62,200,100
22,0,0,100,-10,-4,-12,0.35,1020,1,5,15,42,59,200,100
22,0,0,100,-10,-4,-12,0.35,1020,1,5,15,42,59,200,100
22,0,0,100,-10,-4,-12,0.35,1020,1,5,15,42,59,200,100
22,0,0,100,-10,-4,-12,0.35,1020,1,5,15,42,59,200,100
22,0,0,100,-10,-4,-12,0.35,1020,1,5,15,42,59,200,100
22,0,0,100,-10,-4,-12,0.35,1020,1,5,15,42,59,200,100
22,0,0,100,-10,-4,-12,0.35,1020,1,5,15,42,59,200,100
22,0,0,100,-10,-4,-12,0.35,1020,1,5,15,42,59,200,100
22,0,0,100,-10,-4,-12,0.38,1020,1,5,18,42,59,200,100
22,0,0,100,-10,-4,-12,0.38,1020,1,5,18,42,59,200,100
23,0,0,100,-10,-4,-12,0.38,1020,1,5,18,42,59,200,100
23,0,0,100,-10,-4,-12,0.38,1020,1,5,18,42,59,200,100
23,0,0,100,-10,-4,-12,0.38,1020,1,5,18,48,67,200,100
23,0,0,100,-10,-4,-12,0.38,1020,1,5,18,48,67,200,100
23,0,0,100,-10,-4,-12,0.38,1020,1,5,18,48,67,200,100
23,0,0,100,-10,-4,-12,0.38,1020,1,5,18,48,67,200,100
23,0,0,100,-10,-4,-12,0.38,1020,1,5,18,48,67,200,100
23,0,0,100,-10,-4,-12,0.38,1020,1,5,18,48,67,200,100
23,0,0,100,-10,-4,-12,0.4,1020,1,3,19,48,67,200,100
23,0,0,100,-10,-4,-12,0.4,1020,1,3,19,48,67,200,100
0,0,0,100,-10,-4,-12,0.4,1020,1,3,19,48,67,200,100
0,0,0,100,-10,-4,-12,0.4,1020,1,3,19,48,67,200,100
0,0,0,100,-10,-4,-12,0.4,1020,1,3,19,48,67,200,100
0,0,0,100,-10,-4,-12,0.4,1020,1,3,19,48,67,200,100
0,0,0,100,-10,-4,-12,0.4,1020,1,3,19,42,59,200,100
0,0,0,100,-10,-4,-12,0.4,1020,1,3,19,42,59,200,100
0,0,0,100,-10,-4,-12,0.4,1020,1,3,19,42,59,200,100
0,0,0,100,-10,-4,-12,0.4,1020,1,3,19,42,59,200,100
0,0,0,100,-10,-4,-12,0.4,1020,1,3,19,42,59,200,100
0,0,0,100,-11,-4,-12,0.41,1020,1,5,20,42,59,200,100
1,0,0,100,-11,-4,-12,0.41,1020,1,5,20,42,59,200,100
1,0,0,100,-11,-4,-12,0.41,1020,1,5,20,42,59,200,100
1,0,0,100,-11,-4,-12,0.41,1020,1,5,20,42,59,200,100
1,0,0,100,-11,-4,-12,0.41,1020,1,5,20,42,59,200,100
1,0,0,100,-11,-4,-12,0.41,1020,1,5,20,42,59,200,100
1,0,0,100,-11,-4,-12,0.41,1020,1,5,20,42,59,200,100
1,0,0,100,-11,-4,-12,0.41,1020,1,5,20,42,59,200,100
1,0,0,100,-11,-4,-12,0.41,1020,1,5,20,36,58,200,100
1,0,0,100,-11,-4,-12,0.41,1020,1,5,20,36,58,200,100
1,0,0,100,-11,-4,-12,0.41,1020,1,5,20,36,58,200,100
2,0,0,100,-11,-4,-12,0.4,1020,1,3,20,36,58,200,100
2,0,0,100,-11,-4,-12,0.4,1020,1,3,20,36,58,200,100
2,0,0,100,-11,-4,-12,0.4,1020,1,3,20,36,58,200,100
2,0,0,100,-11,-4,-12,0.4,1020,1,3,20,36,58,200,100
2,0,0,100,-11,-4,-12,0.4,1020,1,3,20,36,58,200,100
2,0,0,100,-11,-4,-12,0.4,1020,1,3,20,36,58,200,100
2,0,0,100,-11,-4,-12,0.4,1020,1,3,20,36,58,200,100
2,0,0,100,-11,-4,-12,0.4,1020,1,3,20,36,58,200,100
2,0,0,100,-11,-4,-12,0.4,1020,1,3,20,36,58,200,100
2,0,0,100,-11,-4,-12,0.4,1020,1,3,20,38,56,200,100
3,0,0,100,-11,-4,-12,0.4,1020,1,3,20,38,56,200,100
3,0,0,100,-11,-4,-12,0.42,1020,1,3,19,38,56,200,100
3,0,0,100,-11,-4,-12,0.42,1020,1,3,19,38,56,200,100
3,0,0,100,-11,-4,-12,0.42,1020,1,3,19,38,56,200,100
3,0,0,100,-11,-4,-12,0.42,1020,1,3,19,38,56,200,100
3,0,0,100,-11,-4,-12,0.42,1020,1,3,19,38,56,200,100
3,0,0,100,-11,-4,-12,0.42,1020,1,3,19,38,56,200,100
3,0,0,100,-11,-4,-12,0.42,1020,1,3,19,38,56,200,100
3,0,0,100,-11,-4,-12,0.42,1020,1,3,19,38,56,200,100
3,0,0,100,-11,-4,-12,0.42,1020,1,3,19,38,56,200,100
4,0,0,100,-11,-4,-12,0.42,1020,1,3,19,38,56,200,100
4,0,0,100,-11,-4,-12,0.41,1021,2,5,21,39,55,200,100
4,0,0,100,-11,-4,-12,0.41,1021,2,5,21,39,55,200,100
4,0,0,100,-11,-4,-12,0.41,1021,2,5,21,39,55,200,100
4,0,0,100,-11,-4,-12,0.41,1021,2,5,21,39,55,200,100
4,0,0,100,-11,-4,-12,0.41,1021,2,5,21,39,55,200,100
4,0,0,100,-11,-4,-12,0.41,1021,2,5,21,39,55,200,100
4,0,0,100,-11,-4,-12,0.41,1021,2,5,21,39,55,200,100
4,0,0,100,-11,-4,-12,0.41,1021,2,5,21,39,55,200,100
4,0,0,100,-11,-4,-12,0.41,1021,2,5,21,39,55,200,100
5,0,0,100,-11,-4,-12,0.41,1021,2,5,21,39,55,200,100
5,0,0,100,-11,-4,-12,0.41,1021,2,5,21,39,55,200,100
5,0,0,100,-11,-4,-12,0.37,1021,2,7,21,39,55,200,100
5,0,0,100,-11,-4,-12,0.37,1021,2,7,21,37,53,200,100
5,0,0,100,-11,-4,-12,0.37,1021,2,7,21,37,53,200,100
5,0,0,100,-11,-4,-12,0.37,1021,2,7,21,37,53,200,100
5,0,0,100,-11,-4,-12,0.37,1021,2,7,21,37,53,200,100
5,0,0,100,-11,-4,-12,0.37,1021,2,7,21,37,53,200,100
5,0,0,100,-11,-4,-12,0.37,1021,2,7,21,37,53,200,100
5,0,0,100,-11,-4,-12,0.37,1021,2,7,21,37,53,200,100
6,0,0,100,-11,-4,-12,0.37,1021,2,7,21,37,53,200,100
6,0,0,100,-11,-4,-12,0.37,1021,2,7,21,37,53,200,100
6,0,0,100,-11,-4,-12,0.38,1022,2,9,22,37,53,200,100
6,0,0,100,-11,-4,-12,0.38,1022,2,9,22,37,53,200,100
6,0,0,100,-11,0,-10,0.38,1022,2,9,22,37,53,100,100
6,0,0,100,-11,0,-10,0.38,1022,2,9,22,34,49,100,100
6,0,0,100,-11,0,-10,0.38,1022,2,9,22,34,49,100,100
6,0,0,100,-11,0,-10,0.38,1022,2,9,22,34,49,100,100
6,0,0,100,-11,0,-10,0.38,1022,2,9,22,34,49,100,100
6,0,0,100,-11,0,-10,0.38,1022,2,9,22,34,49,100,100
7,0,0,100,-11,0,-10,0.38,1022,2,9,22,34,49,100,100
7,0,0,100,-11,0,-10,0.38,1022,2,9,22,34,49,100,100
7,0,0,100,-11,0,-10,0.39,1023,2,6,21,34,49,100,100
7,0,2,100,-11,0,-10,0.39,1023,2,6,21,34,49,100,100
7,72,3,100,-11,0,-10,0.39,1023,2,6,21,34,49,100,100
7,2,5,100,-11,0,-10,0.39,1023,2,6,21,34,49,100,100
7,-160,6,100,-11,0,-10,0.39,1023,2,6,21,34,49,100,100
7,-357,9,100,-11,0,-10,0.39,1023,2,6,21,32,48,100,100
7,-1027,18,100,-11,0,-10,0.39,1023,2,6,21,32,48,100,100
7,-1651,28,100,-11,0,-10,0.39,1023,2,6,21,32,48,100,100
8,-2033,37,100,-11,0,-10,0.39,1023,2,6,21,32,48,100,100
8,-2763,41,100,-11,0,-10,0.39,1023,2,6,21,32,48,100,100
8,-3433,49,100,-11,0,-10,0.39,1023,2,6,21,32,48,100,100
8,-7315,87,200,-11,0,-10,0.39,1024,2,6,21,32,48,100,100
8,-6729,79,200,-11,0,-10,0.39,1024,2,6,21,32,48,100,100
8,-6342,74,200,-11,0,-10,0.39,1024,2,6,21,32,48,100,100
8,-6223,78,200,-11,0,-10,0.39,1024,2,6,21,32,48,100,100
8,-8880,85,200,-11,0,-10,0.39,1024,2,6,21,32,48,100,100
8,-7780,81,200,-11,0,-10,0.39,1024,2,6,21,32,48,200,100
8,-7730,85,200,-11,0,-10,0.39,1024,2,6,21,30,46,200,100
9,-9757,93,200,-11,0,-10,0.39,1024,2,6,21,30,46,200,100
9,-7918,91,200,-11,0,-10,0.39,1024,2,6,21,30,46,200,100
9,-17056,147,200,-11,0,-10,0.39,1024,2,6,21,30,46,200,100
9,-14910,157,200,-10,0,-10,0.37,1025,1,4,20,30,46,200,100
9,-4846,66,200,-10,0,-10,0.37,1025,1,4,20,30,46,200,100
9,-11485,122,200,-10,0,-10,0.37,1025,1,4,20,30,46,200,100
9,-33899,360,200,-10,0,-10,0.37,1025,1,4,20,30,46,200,100
9,-12666,167,200,-10,0,-10,0.37,1025,1,4,20,30,46,200,100
9,-9684,128,200,-10,0,-10,0.37,1025,1,4,20,30,46,200,100
9,-8030,108,200,-10,0,-10,0.37,1025,1,4,20,30,46,200,100
10,-9684,126,200,-10,0,-10,0.37,1025,1,4,20,30,50,200,100
10,-9386,125,200,-10,0,-10,0.37,1025,1,4,20,30,50,200,100
10,-12574,165,200,-10,0,-10,0.37,1025,1,4,20,30,50,200,100
10,-10985,144,200,-10,0,-10,0.37,1025,1,4,20,30,50,200,100
10,-12656,166,200,-8,0,-10,0.34,1027,2,6,19,30,50,200,100
10,-14161,178,200,-8,0,-10,0.34,1027,2,6,19,30,50,200,100
10,-13453,175,200,-8,0,-10,0.34,1027,2,6,19,30,50,200,100
10,-15594,194,200,-8,0,-10,0.34,1027,2,6,19,30,50,200,100
10,-18865,233,200,-8,0,-10,0.34,1027,2,6,19,30,50,200,100
10,-19793,248,200,-8,0,-10,0.34,1027,2,6,19,30,50,200,100
11,-17569,221,200,-8,0,-10,0.34,1027,2,6,19,30,50,200,100
11,-17128,212,200,-8,0,-10,0.34,1027,2,6,19,30,50,200,100
11,-28921,338,200,-8,0,-10,0.34,1027,2,6,19,30,50,200,100
11,-33997,377,200,-8,0,-10,0.34,1027,2,6,19,30,50,200,100
11,-36367,399,200,-5,0,-10,0.32,1026,2,7,20,30,50,200,100
11,-46697,492,200,-5,0,-10,0.32,1026,2,7,20,30,50,200,100
11,-45242,478,200,-5,0,-10,0.32,1026,2,7,20,30,50,200,100
11,-45936,554,200,-5,0,-10,0.32,1026,2,7,20,30,50,200,100
11,-63290,644,200,-5,0,-10,0.32,1026,2,7,20,30,50,200,100
11,-31788,378,200,-5,0,-10,0.32,1026,2,7,20,30,50,200,100
12,-26865,330,200,-5,0,-10,0.32,1026,2,7,20,30,50,200,100
12,-29685,407,200,-5,0,-10,0.32,1026,2,7,20,30,50,200,100
12,-51928,504,200,-5,0,-10,0.32,1026,2,7,20,30,50,200,100
12,-60223,604,200,-5,0,-10,0.32,1026,2,7,20,30,50,200,100
12,-59731,650,200,-5,0,-10,0.32,1026,2,7,20,30,54,200,100
12,-59269,619,200,-4,0,-10,0.28,1026,2,6,23,30,54,200,100
12,-49657,535,200,-4,0,-10,0.28,1026,2,6,23,30,54,200,100
12,-24577,384,200,-4,0,-10,0.28,1026,2,6,23,30,54,200,100
12,-58549,617,200,-4,0,-10,0.28,1026,2,6,23,30,54,200,100
12,-58767,630,200,-4,0,-10,0.28,1026,2,6,23,30,54,200,100
13,-59722,629,200,-4,0,-10,0.28,1026,2,6,23,30,54,200,100
13,-59678,625,200,-4,0,-10,0.28,1026,2,6,23,30,54,200,100
13,-53109,595,200,-4,0,-10,0.28,1026,2,6,23,30,54,200,100
13,-56801,613,200,-4,0,-10,0.28,1026,2,6,23,30,54,200,100
13,-50211,617,200,-4,0,-10,0.28,1026,2,6,23,30,54,200,100
13,-54806,599,200,-2,0,-10,0.24,1025,1,4,23,30,54,200,100
13,-53309,597,200,-2,0,-10,0.24,1025,1,4,23,25,62,200,100
13,-52380,592,200,-2,0,-10,0.24,1025,1,4,23,25,62,200,100
13,-51147,513,200,-2,0,-10,0.24,1025,1,4,23,25,62,200,100
13,-50658,568,200,-2,0,-10,0.24,1025,1,4,23,25,62,200,100
14,-49839,457,200,-2,0,-10,0.24,1025,1,4,23,25,62,200,100
14,-48946,298,200,-2,0,-10,0.24,1025,1,4,23,25,62,200,100
14,-48113,513,200,-2,0,-10,0.24,1025,1,4,23,25,62,200,100
14,-46290,510,200,-2,0,-10,0.24,1025,1,4,23,25,62,200,100
14,-45287,513,200,-2,0,-10,0.24,1025,1,4,23,25,62,200,100
14,-44619,511,200,0,0,-10,0.22,1024,2,8,29,25,62,200,100
14,-43154,489,200,0,0,-10,0.22,1024,2,8,29,25,62,200,100
14,-42742,456,200,0,0,-10,0.22,1024,2,8,29,25,62,200,100
14,-39292,446,200,0,0,-10,0.22,1024,2,8,29,14,52,200,100
14,-38597,435,200,0,0,-10,0.22,1024,2,8,29,14,52,200,100
15,-37315,384,200,0,0,-10,0.22,1024,2,8,29,14,52,200,100
15,-36288,377,200,0,0,-10,0.22,1024,2,8,29,14,52,200,100
15,-35020,335,200,0,0,-10,0.22,1024,2,8,29,14,52,200,100
15,-31486,291,200,0,0,-10,0.22,1024,2,8,29,14,52,200,100
15,-29501,305,200,0,0,-10,0.22,1024,2,8,29,14,52,200,100
15,-28294,314,200,0,0,-10,0.22,1024,2,8,29,14,52,200,100
15,-27103,271,100,0,0,-10,0.19,1025,1,2,28,14,52,200,100
15,-25498,262,100,0,0,-10,0.19,1025,1,2,28,14,52,200,100
15,-22065,205,100,0,0,-10,0.19,1025,1,2,28,14,52,200,100
15,-20500,179,100,0,0,-10,0.19,1025,1,2,28,14,52,200,100
16,-18727,130,100,0,0,-10,0.19,1025,1,2,28,13,51,200,100
16,-16758,128,100,0,0,-10,0.19,1025,1,2,28,13,51,200,100
16,-15077,128,100,0,0,-10,0.19,1025,1,2,28,13,51,200,100
16,-11799,63,100,0,0,-10,0.19,1025,1,2,28,13,51,200,100
16,-10473,59,100,0,0,-10,0.19,1025,1,2,28,13,51,200,100
16,-9311,54,100,0,0,-10,0.19,1025,1,2,28,13,51,200,100
16,-8050,50,100,0,0,-10,0.19,1025,1,2,28,13,51,200,100
16,-6307,44,100,0,0,-10,0.19,1025,1,2,30,13,51,200,100
16,-3446,31,100,0,0,-10,0.19,1025,1,2,30,13,51,200,100
16,-2434,25,100,0,0,-10,0.19,1025,1,2,30,13,51,200,100
17,-1580,19,100,0,0,-10,0.19,1025,1,2,30,13,51,200,100
17,-974,14,100,0,0,-10,0.19,1025,1,2,30,13,51,200,100
17,-476,10,100,0,0,-10,0.19,1025,1,2,30,13,48,200,100
17,-5,5,100,0,0,-10,0.19,1025,1,2,30,13,48,200,100
17,111,3,100,0,0,-10,0.19,1025,1,2,30,13,48,200,100
17,179,,100,0,0,-10,0.19,1025,1,2,30,13,48,200,100
17,239,2,100,0,0,-10,0.19,1025,1,2,30,13,48,200,100
17,231,1,100,0,0,-10,0.18,1026,2,8,30,13,48,200,100
17,0,0,100,0,0,-10,0.18,1026,2,8,30,13,48,200,100
17,0,0,100,0,0,-10,0.18,1026,2,8,30,13,48,200,100
18,0,0,100,0,0,-10,0.18,1026,2,8,30,13,48,200,100
18,0,0,100,0,0,-10,0.18,1026,2,8,30,13,48,200,100
18,0,0,100,0,0,-10,0.18,1026,2,8,30,13,48,200,100
18,0,0,100,0,0,-10,0.18,1026,2,8,30,13,48,200,100
18,0,0,100,0,0,-10,0.18,1026,2,8,30,12,46,200,100
18,0,0,100,0,0,-10,0.18,1026,2,8,30,12,46,200,100
18,0,0,100,0,0,-10,0.18,1026,2,8,30,12,46,200,100
18,0,0,100,0,0,-10,0.18,1026,2,8,30,12,46,200,100
18,0,0,100,-1,0,-10,0.18,1027,2,9,30,12,46,200,100
18,0,0,100,-1,0,-10,0.18,1027,2,9,30,12,46,200,100
19,0,0,100,-1,0,-10,0.18,1027,2,9,30,12,46,200,100
19,0,0,100,-1,0,-10,0.18,1027,2,9,30,12,46,200,100
19,0,0,100,-1,0,-10,0.18,1027,2,9,30,12,46,200,100
19,0,0,100,-1,0,-10,0.18,1027,2,9,30,12,46,200,100
19,0,0,100,-1,0,-10,0.18,1027,2,9,30,12,46,200,100
19,0,0,100,-1,0,-10,0.18,1027,2,9,30,12,46,200,100
19,0,0,100,-1,0,-10,0.18,1027,2,9,30,10,37,200,100
19,0,0,100,-1,0,-10,0.18,1027,2,9,30,10,37,200,100
19,0,0,100,-2,0,-10,0.19,1029,3,13,30,10,37,200,100
19,0,0,100,-2,0,-10,0.19,1029,3,13,30,10,37,200,100
20,0,0,100,-2,0,-10,0.19,1029,3,13,30,10,37,200,100
20,0,0,100,-2,0,-10,0.19,1029,3,13,30,10,37,200,100
20,0,0,100,-2,0,-10,0.19,1029,3,13,30,10,37,200,100
20,0,0,100,-2,0,-10,0.19,1029,3,13,30,10,37,200,100
20,0,0,100,-2,0,-10,0.19,1029,3,13,30,10,37,200,100
20,0,0,100,-2,0,-10,0.19,1029,3,13,30,10,37,200,100
20,0,0,100,-2,0,-10,0.19,1029,3,13,30,10,37,200,100
20,0,0,100,-2,0,-10,0.19,1029,3,13,30,10,37,200,100
20,0,0,100,-3,0,-10,0.19,1029,2,11,30,5,22,200,100
20,0,0,100,-3,0,-10,0.19,1029,2,11,30,5,22,200,100
21,0,0,100,-3,0,-10,0.19,1029,2,11,30,5,22,200,100
21,0,0,100,-3,0,-10,0.19,1029,2,11,30,5,22,200,100
21,0,0,100,-3,0,-10,0.19,1029,2,11,30,5,22,200,100
21,0,0,100,-3,0,-10,0.19,1029,2,11,30,5,22,200,100
21,0,0,100,-3,0,-10,0.19,1029,2,11,30,5,22,200,100
21,0,0,100,-3,0,-10,0.19,1029,2,11,30,5,22,200,100
21,0,0,100,-3,0,-10,0.19,1029,2,11,30,5,22,200,100
21,0,0,100,-3,0,-10,0.19,1029,2,11,30,5,22,200,100
21,0,0,100,-3,0,-10,0.19,1029,2,11,30,5,22,200,100
21,0,0,100,-3,0,-10,0.21,1030,2,8,30,5,22,200,100
22,0,0,100,-3,0,-10,0.21,1030,2,8,30,5,21,200,100
