,data_date,power,solar,wea_code,temperature,highest_temperature,lowest_temperature,humidity,pressure,wind_speed,wind_meter,visibility,air_pm_25,air,day_weather_code,night_weather_code
0,0,0,0,100,-4,3,-10,0.19,1028,2,8,30,5,20,200,100
1,0.05,0,0,100,-4,3,-10,0.19,1028,2,8,30,5,20,200,100
2,0.1,0,0,100,-4,3,-10,0.19,1028,2,8,30,5,20,200,100
3,0.2,0,0,100,-4,3,-10,0.19,1028,2,8,30,5,20,200,100
4,0.25,0,0,100,-4,3,-10,0.19,1028,2,8,30,5,20,200,100
5,0.3,0,0,100,-4,3,-10,0.19,1028,2,8,30,5,20,200,100
6,0.35,0,0,100,-4,3,-10,0.19,1028,2,8,30,5,20,200,100
7,0.4,0,0,100,-4,3,-10,0.19,1028,2,8,30,5,20,200,100
8,0.5,0,0,100,-4,3,-10,0.16,1029,4,24,30,5,20,200,100
9,0.55,0,0,100,-4,3,-10,0.16,1029,4,24,30,5,20,200,100
10,1,0,0,100,-4,3,-10,0.16,1029,4,24,30,5,20,200,100
11,1.05,0,0,100,-4,3,-10,0.16,1029,4,24,30,5,20,200,100
12,1.1,0,0,100,-4,3,-10,0.16,1029,4,24,30,5,20,200,100
13,1.2,0,0,100,-4,3,-10,0.16,1029,4,24,30,5,20,200,100
14,1.25,0,0,100,-4,3,-10,0.16,1029,4,24,30,5,20,200,100
15,1.3,0,0,100,-4,3,-10,0.16,1029,4,24,30,5,20,200,100
16,1.35,0,0,100,-4,3,-10,0.16,1029,4,24,30,5,20,200,100
17,1.4,0,0,100,-4,3,-10,0.16,1029,4,24,30,5,20,200,100
18,1.5,0,0,100,-4,3,-10,0.16,1029,4,24,30,5,20,200,100
19,1.55,0,0,100,-5,3,-10,0.16,1029,2,11,30,5,20,200,100
20,2,0,0,100,-5,3,-10,0.16,1029,2,11,30,5,20,200,100
21,2.05,0,0,100,-5,3,-10,0.16,1029,2,11,30,5,20,200,100
22,2.1,0,0,100,-5,3,-10,0.16,1029,2,11,30,5,20,200,100
23,2.2,0,0,100,-5,3,-10,0.16,1029,2,11,30,5,20,200,100
24,2.25,0,0,100,-5,3,-10,0.16,1029,2,11,30,5,20,200,100
25,2.3,0,0,100,-5,3,-10,0.16,1029,2,11,30,5,20,200,100
26,2.35,0,0,100,-5,3,-10,0.16,1029,2,11,30,5,20,200,100
27,2.4,0,0,100,-5,3,-10,0.16,1029,2,11,30,5,20,200,100
28,2.5,0,0,100,-5,3,-10,0.16,1029,2,11,30,5,20,200,100
29,2.55,0,0,100,-5,3,-10,0.14,1030,3,15,30,5,20,200,100
30,3,0,0,100,-5,3,-10,0.14,1030,3,15,30,5,20,200,100
31,3.05,0,0,100,-5,3,-10,0.14,1030,3,15,30,5,20,200,100
32,3.1,0,0,100,-5,3,-10,0.14,1030,3,15,30,5,20,200,100
33,3.2,0,0,100,-5,3,-10,0.14,1030,3,15,30,5,20,200,100
34,3.25,0,0,100,-5,3,-10,0.14,1030,3,15,30,5,20,200,100
35,3.3,0,0,100,-5,3,-10,0.14,1030,3,15,30,5,20,200,100
36,3.35,0,0,100,-5,3,-10,0.14,1030,3,15,30,5,37,200,100
37,3.4,0,0,100,-5,3,-10,0.14,1030,3,15,30,5,37,200,100
38,3.5,0,0,100,-5,3,-10,0.14,1030,3,15,30,5,37,200,100
39,3.55,0,0,100,-5,3,-10,0.14,1030,3,15,30,5,37,200,100
40,4,0,0,100,-6,3,-10,0.15,1030,3,18,30,5,37,200,100
41,4.05,0,0,100,-6,3,-10,0.15,1030,3,18,30,5,37,200,100
42,4.1,0,0,100,-6,3,-10,0.15,1030,3,18,30,5,37,200,100
43,4.2,0,0,100,-6,3,-10,0.15,1030,3,18,30,5,37,200,100
44,4.25,0,0,100,-6,3,-10,0.15,1030,3,18,30,5,37,200,100
45,4.3,0,0,100,-6,3,-10,0.15,1030,3,18,30,5,37,200,100
46,4.35,0,0,100,-6,3,-10,0.15,1030,3,18,30,5,37,200,100
47,4.4,0,0,100,-6,3,-10,0.15,1030,3,18,30,5,37,200,100
48,4.5,0,0,100,-6,3,-10,0.15,1030,3,18,30,5,52,200,100
49,4.55,0,0,100,-6,3,-10,0.15,1030,3,18,30,5,52,200,100
50,5,0,0,100,-7,3,-10,0.15,1030,2,10,30,5,52,200,100
51,5.05,0,0,100,-7,3,-10,0.15,1030,2,10,30,5,52,200,100
52,5.1,0,0,100,-7,3,-10,0.15,1030,2,10,30,5,52,200,100
53,5.2,0,0,100,-7,3,-10,0.15,1030,2,10,30,5,52,200,100
54,5.25,0,0,100,-7,3,-10,0.15,1030,2,10,30,5,52,200,100
55,5.3,0,0,100,-7,3,-10,0.15,1030,2,10,30,5,52,200,100
56,5.35,0,0,100,-7,3,-10,0.15,1030,2,10,30,5,52,200,100
57,5.4,0,0,100,-7,3,-10,0.15,1030,2,10,30,5,52,200,100
58,5.5,0,0,100,-7,3,-10,0.15,1030,2,10,30,5,52,200,100
59,5.55,0,0,100,-7,3,-10,0.15,1030,2,10,30,5,52,200,100
60,6,0,0,100,-7,3,-10,0.17,1030,3,14,30,6,51,200,100
61,6.05,0,0,100,-7,3,-10,0.17,1030,3,14,30,6,51,200,100
62,6.1,0,0,100,-7,3,-10,0.17,1030,3,14,30,6,51,200,100
63,6.2,0,0,100,-7,3,-10,0.17,1030,3,14,30,6,51,200,100
64,6.25,0,0,100,-7,-2,-9,0.17,1030,3,14,30,6,51,100,100
65,6.3,0,0,100,-7,-2,-9,0.17,1030,3,14,30,6,51,100,100
66,6.35,0,0,100,-7,-2,-9,0.17,1030,3,14,30,6,51,100,100
67,6.4,0,0,100,-7,-2,-9,0.17,1030,3,14,30,6,51,100,100
68,6.5,0,0,100,-7,-2,-9,0.17,1030,3,14,30,6,51,100,100
69,6.55,0,0,100,-7,-2,-9,0.17,1030,3,14,30,6,51,100,100
70,7,0,0,100,-7,-2,-9,0.17,1030,3,14,30,6,51,100,100
71,7.05,0,0,100,-7,-2,-9,0.17,1031,3,14,30,6,52,100,100
72,7.1,0,0,100,-7,-2,-9,0.17,1031,3,14,30,6,52,100,100
73,7.2,0,2,100,-7,-2,-9,0.17,1031,3,14,30,6,52,100,100
74,7.25,44,4,100,-7,-2,-9,0.17,1031,3,14,30,6,52,100,100
75,7.3,-121,6,100,-7,-2,-9,0.17,1031,3,14,30,6,52,100,100
76,7.35,-396,9,100,-7,-2,-9,0.17,1031,3,14,30,6,52,100,100
77,7.4,-797,14,100,-7,-2,-9,0.17,1031,3,14,30,6,52,100,100
78,7.5,-1893,26,100,-7,-2,-9,0.17,1031,3,14,30,6,52,100,100
79,7.55,-2485,32,100,-7,-2,-9,0.17,1031,3,14,30,6,52,100,100
80,8,-3446,38,100,-7,-2,-9,0.17,1031,3,14,30,6,52,100,100
81,8.05,-4450,44,100,-8,-2,-9,0.2,1031,2,6,30,6,52,100,100
82,8.1,-5600,50,100,-8,-2,-9,0.2,1031,2,6,30,6,52,100,100
83,8.2,-9770,60,100,-8,-2,-9,0.2,1031,2,6,30,6,51,100,100
84,8.25,-11339,66,100,-8,-2,-9,0.2,1031,2,6,30,6,51,100,100
85,8.3,-13461,70,100,-8,-2,-9,0.2,1031,2,6,30,6,51,100,100
86,8.35,-14334,83,100,-8,-2,-9,0.2,1031,2,6,30,6,51,100,100
87,8.4,-15532,102,100,-8,-2,-9,0.2,1031,2,6,30,6,51,100,100
88,8.5,-19032,171,100,-8,-2,-9,0.2,1031,2,6,30,6,51,100,100
89,8.55,-21017,156,100,-8,-2,-9,0.2,1031,2,6,30,6,51,100,100
90,9,-23056,209,100,-8,-2,-9,0.2,1031,2,6,30,6,51,100,100
91,9.05,-25061,119,100,-8,-2,-9,0.2,1031,2,6,30,6,51,100,100
92,9.1,-27265,242,100,-6,-2,-9,0.18,1032,2,6,30,6,51,100,100
93,9.2,-29783,275,100,-6,-2,-9,0.18,1032,2,6,30,6,51,100,100
94,9.25,-30703,290,100,-6,-2,-9,0.18,1032,2,6,30,6,51,100,100
95,9.3,-32047,301,100,-6,-2,-9,0.18,1032,2,6,30,6,50,100,100
96,9.35,-33445,318,100,-6,-2,-9,0.18,1032,2,6,30,6,50,100,100
97,9.4,-34653,332,100,-6,-2,-9,0.18,1032,2,6,30,6,50,100,100
98,9.5,-37724,363,100,-6,-2,-9,0.18,1032,2,6,30,6,50,100,100
99,9.55,-40561,373,100,-6,-2,-9,0.18,1032,2,6,30,6,50,100,100
100,10,-42806,387,100,-6,-2,-9,0.18,1032,2,6,30,6,50,100,100
101,10.05,-45612,407,100,-6,-2,-9,0.18,1032,2,6,30,6,50,100,100
102,10.1,-46311,386,100,-5,-2,-9,0.16,1032,2,7,30,6,50,100,100
103,10.2,-48217,448,100,-5,-2,-9,0.16,1032,2,7,30,6,50,100,100
104,10.25,-49117,459,100,-5,-2,-9,0.16,1032,2,7,30,6,50,100,100
105,10.3,-49533,473,100,-5,-2,-9,0.16,1032,2,7,30,6,50,100,100
106,10.35,-50531,486,100,-5,-2,-9,0.16,1032,2,7,30,6,50,100,100
107,10.4,-51101,499,100,-5,-2,-9,0.16,1032,2,7,30,6,50,100,100
108,10.5,-52432,517,100,-5,-2,-9,0.16,1032,2,7,30,6,50,100,100
109,10.55,-52936,525,100,-5,-2,-9,0.16,1032,2,7,30,6,50,100,100
110,11,-52879,535,100,-5,-2,-9,0.16,1032,2,7,30,6,50,100,100
111,11.05,-53806,,100,-5,-2,-9,0.16,1032,2,7,30,6,50,100,100
112,11.1,-54455,542,100,-5,-2,-9,0.16,1032,2,7,30,6,50,100,100
113,11.2,-54895,562,100,-4,-2,-9,0.15,1032,2,11,30,6,50,100,100
114,11.25,-54839,567,100,-4,-2,-9,0.15,1032,2,11,30,6,50,100,100
115,11.3,-54609,575,100,-4,-2,-9,0.15,1032,2,11,30,6,50,100,100
116,11.35,-55171,582,100,-4,-2,-9,0.15,1032,2,11,30,6,50,100,100
117,11.4,-56180,589,100,-4,-2,-9,0.15,1032,2,11,30,6,50,100,100
118,11.5,-56671,598,100,-4,-2,-9,0.15,1032,2,11,30,6,50,100,100
119,11.55,-57488,600,100,-4,-2,-9,0.15,1032,2,11,30,7,55,100,100
120,12,-57425,604,100,-4,-2,-9,0.15,1032,2,11,30,7,55,100,100
121,12.05,-57049,608,100,-4,-2,-9,0.15,1032,2,11,30,7,55,100,100
122,12.1,-58030,626,100,-4,-2,-9,0.15,1032,2,11,30,7,55,100,100
123,12.2,-57751,597,100,-2,-2,-9,0.14,1030,3,12,30,7,55,100,100
124,12.25,-57867,628,100,-2,-2,-9,0.14,1030,3,12,30,7,55,100,100
125,12.3,-58144,560,100,-2,-2,-9,0.14,1030,3,12,30,7,55,100,100
126,12.35,-58286,592,100,-2,-2,-9,0.14,1030,3,12,30,7,55,100,100
127,12.4,-57769,517,100,-2,-2,-9,0.14,1030,3,12,30,7,55,100,100
128,12.5,-57324,585,100,-2,-2,-9,0.14,1030,3,12,30,7,55,100,100
129,12.55,-58132,605,100,-2,-2,-9,0.14,1030,3,12,30,7,55,100,100
130,13,-57630,604,100,-2,-2,-9,0.14,1030,3,12,30,7,55,100,100
131,13.05,-56981,604,100,-2,-2,-9,0.14,1030,3,12,30,7,46,100,100
132,13.1,-55250,602,100,-2,-2,-9,0.14,1030,3,12,30,7,46,100,100
133,13.2,-54460,592,100,-2,-2,-9,0.14,1030,3,12,30,7,46,100,100
134,13.25,-53757,591,100,-2,-2,-9,0.12,1028,3,12,30,7,46,100,100
135,13.3,-53133,587,100,-2,-2,-9,0.12,1028,3,12,30,7,46,100,100
136,13.35,-52705,582,100,-2,-2,-9,0.12,1028,3,12,30,7,46,100,100
137,13.4,-52759,576,100,-2,-2,-9,0.12,1028,3,12,30,7,46,100,100
138,13.5,-51272,564,100,-2,-2,-9,0.12,1028,3,12,30,7,46,100,100
139,13.55,-50603,556,100,-2,-2,-9,0.12,1028,3,12,30,7,46,100,100
140,14,-50130,524,100,-2,-2,-9,0.12,1028,3,12,30,7,46,100,100
141,14.05,-49284,382,100,-2,-2,-9,0.12,1028,3,12,30,7,46,100,100
142,14.1,-48599,231,100,-2,-2,-9,0.12,1028,3,12,30,6,22,100,100
143,14.2,-47258,466,100,-2,-2,-9,0.12,1028,3,12,30,6,22,100,100
144,14.25,-46615,498,100,-2,-2,-9,0.12,1028,3,12,30,6,22,100,100
145,14.3,-45441,486,100,-1,-2,-9,0.12,1027,2,10,30,6,22,100,100
146,14.35,-44216,472,100,-1,-2,-9,0.12,1027,2,10,30,6,22,100,100
147,14.4,-42375,460,100,-1,-2,-9,0.12,1027,2,10,30,6,22,100,100
148,14.5,-39159,418,100,-1,-2,-9,0.12,1027,2,10,30,6,22,100,100
149,14.55,-38387,413,100,-1,-2,-9,0.12,1027,2,10,30,6,22,100,100
150,15,-37342,399,100,-1,-2,-9,0.12,1027,2,10,30,6,22,100,100
151,15.05,-35592,303,100,-1,-2,-9,0.12,1027,2,10,30,6,22,100,100
152,15.1,-33980,295,100,-1,-2,-9,0.12,1027,2,10,30,6,22,100,100
153,15.2,-30455,318,100,-1,-2,-9,0.12,1027,2,10,30,6,22,100,100
154,15.25,-29038,319,100,-1,-2,-9,0.12,1027,2,10,30,6,21,100,100
155,15.3,-27292,291,100,-1,-2,-9,0.12,1026,2,11,30,6,21,100,100
156,15.35,-25374,223,100,-1,-2,-9,0.12,1026,2,11,30,6,21,100,100
157,15.4,-23957,252,100,-1,-2,-9,0.12,1026,2,11,30,6,21,100,100
158,15.5,-20279,232,100,-1,-2,-9,0.12,1026,2,11,30,6,21,100,100
159,15.55,-18386,199,100,-1,-2,-9,0.12,1026,2,11,30,6,21,100,100
160,16,-16523,182,100,-1,-2,-9,0.12,1026,2,11,30,6,21,100,100
161,16.05,-14886,141,100,-1,-2,-9,0.12,1026,2,11,30,6,21,100,100
162,16.1,-13472,122,100,-1,-2,-9,0.12,1026,2,11,30,6,21,100,100
163,16.2,-10112,94,100,-1,-2,-9,0.12,1026,2,11,30,6,21,100,100
164,16.25,-8294,58,100,-1,-2,-9,0.12,1026,2,11,30,6,21,100,100
165,16.3,-6722,47,100,-1,-2,-9,0.11,1026,2,11,30,6,21,100,100
166,16.35,-5559,43,100,-1,-2,-9,0.11,1026,2,11,30,6,24,100,100
167,16.4,-4554,37,100,-1,-2,-9,0.11,1026,2,11,30,6,24,100,100
168,16.5,-2323,28,100,-1,-2,-9,0.11,1026,2,11,30,6,24,100,100
169,16.55,-1586,24,100,-1,-2,-9,0.11,1026,2,11,30,6,24,100,100
170,17,-829,17,100,-1,-2,-9,0.11,1026,2,11,30,6,24,100,100
171,17.05,-365,11,100,-1,-2,-9,0.11,1026,2,11,30,6,24,100,100
172,17.1,-128,8,100,-1,-2,-9,0.11,1026,2,11,30,6,24,100,100
173,17.2,131,3,100,-1,-2,-9,0.11,1026,2,11,30,6,24,100,100
174,17.25,192,2,100,-1,-2,-9,0.11,1026,2,11,30,6,24,100,100
175,17.3,124,1,100,-1,-2,-9,0.11,1026,2,11,30,6,24,100,100
176,17.35,115,0,100,-2,-2,-9,0.13,1025,2,9,30,6,24,100,100
177,17.4,0,0,100,-2,-2,-9,0.13,1025,2,9,30,6,24,100,100
178,17.5,0,0,100,-2,-2,-9,0.13,1025,2,9,30,7,27,100,100
179,17.55,0,0,100,-2,-2,-9,0.13,1025,2,9,30,7,27,100,100
180,18,0,0,100,-2,-2,-9,0.13,1025,2,9,30,7,27,100,100
181,18.05,0,0,100,-2,-2,-9,0.13,1025,2,9,30,7,27,100,100
182,18.1,0,0,100,-2,-2,-9,0.13,1025,2,9,30,7,27,100,100
183,18.2,0,0,100,-2,-2,-9,0.13,1025,2,9,30,7,27,100,100
184,18.25,0,0,100,-2,-1,-9,0.13,1025,2,9,30,7,27,100,100
185,18.3,0,0,100,-2,-1,-9,0.13,1025,2,9,30,7,27,100,100
186,18.35,0,0,100,-4,-1,-9,0.16,1026,2,6,30,7,27,100,100
187,18.4,0,0,100,-4,-1,-9,0.16,1026,2,6,30,7,27,100,100
188,18.5,0,0,100,-4,-1,-9,0.16,1026,2,6,30,7,27,100,100
189,18.55,0,0,100,-4,-1,-9,0.16,1026,2,6,30,7,27,100,100
190,19,0,0,100,-4,-1,-9,0.16,1026,2,6,30,7,25,100,100
191,19.05,0,0,100,-4,-1,-9,0.16,1026,2,6,30,7,25,100,100
192,19.1,0,0,100,-4,-1,-9,0.16,1026,2,6,30,7,25,100,100
193,19.2,0,0,100,-4,-1,-9,0.16,1026,2,6,30,7,25,100,100
194,19.25,0,0,100,-4,-1,-9,0.16,1026,2,6,30,7,25,100,100
195,19.3,0,0,100,-4,-1,-9,0.16,1026,2,6,30,7,25,100,100
196,19.35,0,0,100,-4,-1,-9,0.16,1026,2,6,30,7,25,100,100
197,19.4,0,0,100,-4,-1,-9,0.18,1025,2,7,30,7,25,100,100
198,19.5,0,0,100,-4,-1,-9,0.18,1025,2,7,30,7,25,100,100
199,19.55,0,0,100,-4,-1,-9,0.18,1025,2,7,30,7,25,100,100
200,20,0,0,100,-4,-1,-9,0.18,1025,2,7,30,7,25,100,100
201,20.05,0,0,100,-4,-1,-9,0.18,1025,2,7,30,7,25,100,100
202,20.1,0,0,100,-4,-1,-9,0.18,1025,2,7,30,7,26,100,100
203,20.2,0,0,100,-4,-1,-9,0.18,1025,2,7,30,7,26,100,100
204,20.25,0,0,100,-4,-1,-9,0.18,1025,2,7,30,7,26,100,100
205,20.3,0,0,100,-4,-1,-9,0.18,1025,2,7,30,7,26,100,100
206,20.35,0,0,100,-4,-1,-9,0.18,1025,2,7,30,7,26,100,100
207,20.4,0,0,100,-5,-1,-9,0.19,1025,2,6,30,7,26,100,100
208,20.5,0,0,100,-5,-1,-9,0.19,1025,2,6,30,7,26,100,100
209,20.55,0,0,100,-5,-1,-9,0.19,1025,2,6,30,7,26,100,100
210,21,0,0,100,-5,-1,-9,0.19,1025,2,6,30,7,26,100,100
211,21.05,0,0,100,-5,-1,-9,0.19,1025,2,6,30,7,26,100,100
212,21.1,0,0,100,-5,-1,-9,0.19,1025,2,6,30,7,26,100,100
213,21.2,0,0,100,-5,-1,-9,0.19,1025,2,6,30,7,26,100,100
214,21.25,0,0,100,-5,-1,-9,0.19,1025,2,6,30,9,30,100,100
215,21.3,0,0,100,-5,-1,-9,0.19,1025,2,6,30,9,30,100,100
216,21.35,0,0,100,-5,-1,-9,0.19,1025,2,6,30,9,30,100,100
217,21.4,0,0,100,-6,-1,-9,0.22,1025,1,2,30,9,30,100,100
218,21.5,0,0,100,-6,-1,-9,0.22,1025,1,2,30,9,30,100,100
219,21.55,0,0,100,-6,-1,-9,0.22,1025,1,2,30,9,30,100,100
220,22,0,0,100,-6,-1,-9,0.22,1025,1,2,30,9,30,100,100
221,22.05,0,0,100,-6,-1,-9,0.22,1025,1,2,30,9,30,100,100
222,22.1,0,0,100,-6,-1,-9,0.22,1025,1,2,30,9,30,100,100
223,22.2,0,0,100,-6,-1,-9,0.22,1025,1,2,30,9,30,100,100
224,22.25,0,0,100,-6,-1,-9,0.22,1025,1,2,30,9,30,100,100
225,22.3,0,0,100,-6,-1,-9,0.22,1025,1,2,30,9,30,100,100
226,22.35,0,0,100,-6,-1,-9,0.22,1025,1,2,30,20,50,100,100
227,22.4,0,0,100,-6,-1,-9,0.22,1025,1,2,30,20,50,100,100
228,22.5,0,0,100,-8,-1,-9,0.29,1024,1,2,30,20,50,100,100
229,22.55,0,0,100,-8,-1,-9,0.29,1024,1,2,30,20,50,100,100
230,23,0,0,100,-8,-1,-9,0.29,1024,1,2,30,20,50,100,100
231,23.05,0,0,100,-8,-1,-9,0.29,1024,1,2,30,20,50,100,100
232,23.1,0,0,100,-8,-1,-9,0.29,1024,1,2,30,20,50,100,100
233,23.2,0,0,100,-8,-1,-9,0.29,1024,1,2,30,20,50,100,100
234,23.25,0,0,100,-8,-1,-9,0.29,1024,1,2,30,20,50,100,100
235,23.3,0,0,100,-8,-1,-9,0.29,1024,1,2,30,20,50,100,100
236,23.35,0,0,100,-8,-1,-9,0.29,1024,1,2,30,20,50,100,100
237,23.4,0,0,100,-8,-1,-9,0.29,1024,1,2,30,20,50,100,100
238,23.5,0,0,100,-8,-1,-9,0.41,1024,1,2,26,35,68,100,100
239,23.55,0,0,100,-8,-1,-9,0.41,1024,1,2,26,35,68,100,100
240,0,0,0,100,-8,-1,-9,0.41,1024,1,2,26,35,68,100,100
241,0.05,0,0,100,-8,-1,-9,0.41,1024,1,2,26,35,68,100,100
242,0.1,0,0,100,-8,-1,-9,0.41,1024,1,2,26,35,68,100,100
243,0.2,0,0,100,-8,-1,-9,0.41,1024,1,2,26,35,68,100,100
244,0.25,0,0,100,-8,-1,-9,0.41,1024,1,2,26,35,68,100,100
245,0.3,0,0,100,-8,-1,-9,0.41,1024,1,2,26,35,68,100,100
246,0.35,0,0,100,-8,-1,-9,0.41,1024,1,2,26,35,68,100,100
247,0.4,0,0,100,-8,-1,-9,0.41,1024,1,2,26,35,68,100,100
248,0.5,0,0,100,-8,-1,-9,0.41,1024,1,2,26,35,68,100,100
249,0.55,0,0,100,-7,-1,-9,0.3,1023,1,3,19,35,68,100,100
250,1,0,0,100,-7,-1,-9,0.3,1023,1,3,19,19,51,100,100
251,1.05,0,0,100,-7,-1,-9,0.3,1023,1,3,19,19,51,100,100
252,1.1,0,0,100,-7,-1,-9,0.3,1023,1,3,19,19,51,100,100
253,1.2,0,0,100,-7,-1,-9,0.3,1023,1,3,19,19,51,100,100
254,1.25,0,0,100,-7,-1,-9,0.3,1023,1,3,19,19,51,100,100
255,1.3,0,0,100,-7,-1,-9,0.3,1023,1,3,19,19,51,100,100
256,1.35,0,0,100,-7,-1,-9,0.3,1023,1,3,19,19,51,100,100
257,1.4,0,0,100,-7,-1,-9,0.3,1023,1,3,19,19,51,100,100
258,1.5,0,0,100,-7,-1,-9,0.3,1023,1,3,19,19,51,100,100
259,1.55,0,0,100,-7,-1,-9,0.3,1023,1,3,19,19,51,100,100
260,2,0,0,100,-7,-1,-9,0.29,1023,1,3,16,19,51,100,100
261,2.05,0,0,100,-7,-1,-9,0.29,1023,1,3,16,19,51,100,100
262,2.1,0,0,100,-7,-1,-9,0.29,1023,1,3,16,28,57,100,100
263,2.2,0,0,100,-7,-1,-9,0.29,1023,1,3,16,28,57,100,100
264,2.25,0,0,100,-7,-1,-9,0.29,1023,1,3,16,28,57,100,100
265,2.3,0,0,100,-7,-1,-9,0.29,1023,1,3,16,28,57,100,100
266,2.35,0,0,100,-7,-1,-9,0.29,1023,1,3,16,28,57,100,100
267,2.4,0,0,100,-7,-1,-9,0.29,1023,1,3,16,28,57,100,100
268,2.5,0,0,100,-7,-1,-9,0.29,1023,1,3,16,28,57,100,100
269,2.55,0,0,100,-7,-1,-9,0.29,1023,1,3,16,28,57,100,100
270,3,0,0,100,-7,-1,-9,0.32,1022,1,1,16,28,57,100,100
271,3.05,0,0,100,-7,-1,-9,0.32,1022,1,1,16,28,57,100,100
272,3.1,0,0,100,-7,-1,-9,0.32,1022,1,1,16,28,57,100,100
273,3.2,0,0,100,-7,-1,-9,0.32,1022,1,1,16,28,57,100,100
274,3.25,0,0,100,-7,-1,-9,0.32,1022,1,1,16,28,57,100,100
275,3.3,0,0,100,-7,-1,-9,0.32,1022,1,1,16,28,57,100,100
276,3.35,0,0,100,-7,-1,-9,0.32,1022,1,1,16,28,57,100,100
277,3.4,0,0,100,-7,-1,-9,0.32,1022,1,1,16,28,57,100,100
278,3.5,0,0,100,-7,-1,-9,0.32,1022,1,1,16,28,57,100,100
279,3.55,0,0,100,-7,-1,-9,0.32,1022,1,1,16,28,57,100,100
280,4,0,0,100,-7,-1,-9,0.32,1022,1,1,16,28,57,100,100
281,4.05,0,0,100,-8,-1,-9,0.4,1022,1,4,18,28,57,100,100
282,4.1,0,0,100,-8,-1,-9,0.4,1022,1,4,18,28,57,100,100
283,4.2,0,0,100,-8,-1,-9,0.4,1022,1,4,18,28,57,100,100
284,4.25,0,0,100,-8,-1,-9,0.4,1022,1,4,18,28,57,100,100
285,4.3,0,0,100,-8,-1,-9,0.4,1022,1,4,18,28,57,100,100
286,4.35,0,0,100,-8,-1,-9,0.4,1022,1,4,18,37,55,100,100
287,4.4,0,0,100,-8,-1,-9,0.4,1022,1,4,18,37,55,100,100
288,4.5,0,0,100,-8,-1,-9,0.4,1022,1,4,18,37,55,100,100
289,4.55,0,0,100,-8,-1,-9,0.4,1022,1,4,18,37,55,100,100
290,5,0,0,100,-8,-1,-9,0.4,1022,1,4,18,37,55,100,100
291,5.05,0,0,100,-8,-1,-9,0.4,1022,1,4,18,37,55,100,100
292,5.1,0,0,100,-9,-1,-9,0.4,1021,2,6,21,37,55,100,100
293,5.2,0,0,100,-9,-1,-9,0.4,1021,2,6,21,37,55,100,100
294,5.25,0,0,100,-9,-1,-9,0.4,1021,2,6,21,37,55,100,100
295,5.3,0,0,100,-9,-1,-9,0.4,1021,2,6,21,37,55,100,100
296,5.35,0,0,100,-9,-1,-9,0.4,1021,2,6,21,37,55,100,100
297,5.4,0,0,100,-9,-1,-9,0.4,1021,2,6,21,37,55,100,100
298,5.5,0,0,100,-9,-1,-9,0.4,1021,2,6,21,26,52,100,100
299,5.55,0,0,100,-9,-1,-9,0.4,1021,2,6,21,26,52,100,100
300,6,0,0,100,-9,-1,-9,0.4,1021,2,6,21,26,52,100,100
301,6.05,0,0,100,-9,-1,-9,0.4,1021,2,6,21,26,52,100,100
302,6.1,0,0,100,-9,-1,-9,0.42,1021,2,6,23,26,52,100,100
303,6.2,0,0,100,-9,-1,-9,0.42,1021,2,6,23,26,52,100,100
304,6.25,0,0,100,-9,-1,-9,0.42,1021,2,6,23,26,52,100,100
305,6.3,0,0,100,-9,-1,-9,0.42,1021,2,6,23,26,52,100,100
306,6.35,0,0,100,-9,3,-8,0.42,1021,2,6,23,26,52,100,100
307,6.4,0,0,100,-9,3,-8,0.42,1021,2,6,23,26,52,100,100
308,6.5,0,0,100,-9,3,-8,0.42,1021,2,6,23,26,52,100,100
309,6.55,0,0,100,-9,3,-8,0.42,1021,2,6,23,26,52,100,100
310,7,0,0,100,-9,3,-8,0.42,1021,2,6,23,24,47,100,100
311,7.05,0,0,100,-9,3,-8,0.42,1021,2,6,23,24,47,100,100
312,7.1,0,0,100,-9,3,-8,0.42,1021,2,6,23,24,47,100,100
313,7.2,0,2,100,-10,3,-8,0.4,1021,1,3,25,24,47,100,100
314,7.25,50,3,100,-10,3,-8,0.4,1021,1,3,25,24,47,100,100
315,7.3,-49,5,100,-10,3,-8,0.4,1021,1,3,25,24,47,100,100
316,7.35,-265,8,100,-10,3,-8,0.4,1021,1,3,25,24,47,100,100
317,7.4,-582,12,100,-10,3,-8,0.4,1021,1,3,25,24,47,100,100
318,7.5,-1330,23,100,-10,2,-8,0.4,1021,1,3,25,24,47,100,100
319,7.55,-1728,29,100,-10,2,-8,0.4,1021,1,3,25,24,47,100,100
320,8,-2230,35,100,-10,2,-8,0.4,1021,1,3,25,24,47,100,100
321,8.05,-3062,42,100,-10,2,-8,0.4,1021,1,3,25,24,47,100,100
322,8.1,-3839,49,100,-10,2,-8,0.4,1021,1,3,25,24,43,100,100
323,8.2,-5721,62,100,-11,2,-8,0.46,1022,1,3,24,24,43,100,100
324,8.25,-6695,70,100,-11,2,-8,0.46,1022,1,3,24,24,43,100,100
325,8.3,-7847,77,100,-11,2,-8,0.46,1022,1,3,24,24,43,100,100
326,8.35,-9157,84,100,-11,2,-8,0.46,1022,1,3,24,24,43,100,100
327,8.4,-10459,94,100,-11,2,-8,0.46,1022,1,3,24,24,43,100,100
328,8.5,-13103,142,100,-11,2,-8,0.46,1022,1,3,24,24,43,100,100
